Date,No of Lots,VIX,Max Debit,Exit,Profit,NAV,bn nav,Open,High,Low,Close,Volume,Nifty_pct,Nifty_HOL
11/08/21,10,18.9,57320,10:25:00,-19200,1405284,730284,36218.25,36227.55,35531.35,35806.4,0,-0.000791132,780754.3867
12/08/21,10,18.6,72500,2:30:00,19565,1424849,749849,35825.4,35998.15,35702.9,35937.05,0,0.003648789,783603.1947
18/08/21,10,18.7,157250,2:30:00,-47125,1377724,702724,36222.5,36248.9,35432,35554.5,0,-0.010645003,775261.7365
18/08/21,10,18.7,157250,2:30:00,-47125,1330599,655599,36222.5,36248.9,35432,35554.5,0,0,775261.7365
25/08/21,10,18.1,114175,3:25:00,1600,1332199,657199,35768.85,35910.3,35499.65,35586.25,0,0.000892995,775954.0415
26/08/21,10,18.2,129250,2:30:00,12175,1344374,669374,35485.95,35785.8,35411.8,35617.55,0,0.000879553,776636.5344
01/09/21,10,19.4,111060,3:25:00,18280,1362654,687654,36591.45,36997.7,36487.15,36574.3,0,0.026861758,797498.3568
02/09/21,10,18.4,125300,2:30:00,-6800,1355854,680854,36588.4,36895.55,36469,36831.3,0,0.007026792,803102.2119
08/09/21,10,18.7,89340,3:25:00,5830,1361684,686684,36519.7,36855.9,36393.6,36768.2,0,-0.001713217,801726.3238
09/09/21,10,18.6,107250,2:30:00,20430,1382114,707114,36725.5,36857.2,36566.7,36683.2,0,-0.00231178,799872.9087
15/09/21,10,18,66625,3:25:00,-1410,1380704,705704,36543.55,36949.7,36496.05,36852.25,0,0.004608377,803559.0243
16/09/21,10,18.5,85050,2:30:00,-12970,1367734,692734,36946,37720.15,36907.75,37668.6,0,0.022151972,821359.441
22/09/21,10,24.1,147600,3:25:00,14100,1381834,706834,37277.1,37328.6,36885.6,36944.65,0,-0.019218925,805573.7955
23/09/21,10,21.9,169750,2:30:00,-8600,1373234,698234,37241.25,37830.75,37216.15,37771.7,0,0.022386191,823607.5246
29/09/21,10,24.8,155450,3:25:00,-5125,1368109,693109,37601.1,37923.45,37371.05,37743,0,-0.000759828,822981.7244
30/09/21,10,24.3,178875,2:30:00,10700,1378809,703809,37677.8,37884.85,37354.25,37425.1,0,-0.008422754,816049.9519
06/10/21,10,20.1,103500,3:25:00,-5200,1373609,698609,37768.8,38106.85,37452,37521.55,0,0.002577147,818153.0329
07/10/21,10,20.4,125337,2:30:00,14175,1387784,712784,37894,37923.65,37650.25,37753.2,0,0.006173785,823204.1342
07/10/21,10,20.4,125337,2:30:00,14175,1401959,726959,37894,37923.65,37650.25,37753.2,0,0,823204.1342
13/10/21,10,19.6,67300,3:25:00,16100,1418059,743059,38735.3,38779.05,38502.7,38635.75,0,0.023376826,842448.0343
14/10/21,10,20.7,96125,2:30:00,-20120,1397939,722939,38684.65,39375.05,38673,39340.9,0,0.018251231,857823.748
20/10/21,10,22.5,162000,3:25:00,17450,1415389,740389,39545.45,39774.55,39292.8,39518.2,0,0.00450676,861689.7539
21/10/21,10,22.5,190560,2:30:00,18100,1433489,758489,39676.55,40200.45,39428.1,40030.2,0,0.012956056,872853.8543
27/10/21,10,21.5,150635,3:25:00,5120,1438609,763609,41234.55,41347,40750,40874.35,0,0.021087829,891260.4469
27/10/21,10,21.5,150635,3:25:00,5120,1443729,768729,41234.55,41347,40750,40874.35,0,0,891260.4469
28/10/21,10,21.5,169200,1:40:00,-53600,1390129,715129,40915.15,40931.05,39350.2,39508.95,0,-0.033404813,861488.0587
03/11/21,10,19.8,123450,1:05:00,-42100,1348029,673029,40040.65,40160.2,39304.85,39402.05,0,-0.002705716,859157.1166
10/11/21,10,20.7,68250,3:25:00,14400,1362429,687429,39206.2,39220.3,38873.8,39023.25,0,-0.009613713,850897.4267
11/11/21,10,21.7,91000,2:30:00,21980,1384409,709409,38913.05,38929.95,38346.05,38560.2,0,-0.011866003,840800.6753
17/11/21,10,21.2,125475,3:25:00,17325,1401734,726734,38113.4,38456.3,37981.2,38041.55,0,-0.013450397,829491.5724
18/11/21,10,21.3,148100,2:30:00,27330,1429064,754064,38071.9,38233.95,37748.45,37976.25,0,-0.001716544,828067.7135
24/11/21,10,18.5,115100,3:25:00,15100,1444164,769164,37384.75,37891.9,37238.05,37441.95,0,-0.01406932,816417.3642
25/11/21,10,18.4,134250,2:30:00,17125,1461289,786289,37362.05,37507.95,37118.4,37364.75,0,-0.002061858,814734.0271
01/12/21,10,22.3,118550,3:25:00,21600,1482889,807889,35902.9,36445.35,35805,36364.9,0,-0.026759178,792932.4142
02/12/21,10,23,142250,2:30:00,20130,1503019,828019,36281.85,36563.5,36166.7,36508.25,0,0.003941988,796058.1443
08/12/21,10,21.8,85200,3:25:00,17850,1520869,845869,37052.75,37384.8,36905.15,37284.7,0,0.021267796,812988.5462
09/12/21,10,19.9,108180,2:30:00,23700,1544569,869569,37331.75,37397.55,36884.45,37082.45,0,-0.005424477,808578.5085
15/12/21,10,21.2,67275,3:25:00,5830,1550399,875399,36929.5,37083.5,36743.2,36789.55,0,-0.007898615,802191.8581
16/12/21,10,20.8,82650,2:30:00,-25800,1524599,849599,37092.95,37159.3,36385.75,36548.65,0,-0.006548055,796939.0616
16/12/21,10,20.8,82650,2:30:00,-25800,1498799,823799,37092.95,37159.3,36385.75,36548.65,0,0,796939.0616
22/12/21,10,24.4,147530,3:25:00,2100,1500899,825899,34865.25,35112.1,34687.6,35029.5,0,-0.041565147,763814.1726
23/12/21,10,22.7,166575,2:30:00,-6225,1494674,819674,35350.5,35477.3,35046.25,35191.15,0,0.004614682,767338.932
29/12/21,10,22.17,121200,3:25:00,9800,1504474,829474,35168.85,35378.3,34890.8,35045.4,0,-0.004141666,764160.8702
30/12/21,10,28.3,156650,2:30:00,4875,1509349,834349,34977.65,35179.05,34751.25,35063.6,0,0.000519326,764557.7191
05/01/22,10,22.47,109530,3:25:00,1250,1510599,835599,36943.55,37862.4,36756.35,37695.9,0,0.075072155,821954.7144
05/01/22,10,22.47,109530,3:25:00,1250,1511849,836849,36943.55,37862.4,36756.35,37695.9,0,0,821954.7144
06/01/22,10,23.4,129750,2:30:00,-5900,1505949,830949,37242.55,37752.5,37058.45,37490.25,0,-0.0054555,817470.54
12/01/22,10,24.8,89800,3:25:00,13100,1519049,844049,38719.6,38851.45,38604.6,38727.55,0,0.033003248,844449.7226
13/01/22,10,24,116200,2:30:00,19280,1538329,863329,38717.55,38717.55,38376.15,38469.95,0,-0.006651596,838832.7846
19/01/22,10,23.9,213130,3:25:00,34120,1572449,897449,38145.75,38330.5,37769.25,38041.35,0,-0.011141163,829487.2114
20/01/22,10,23,244430,2:30:00,-4780,1567669,892669,38106.1,38167.95,37591.85,37850.85,0,-0.005007709,825333.3811
27/01/22,10,28.3,209000,2:30:00,-1720,1565949,890949,37058.2,38147.65,37012.25,37982.1,0,0.003467558,828195.2721
02/02/22,10,23.6,106180,3:25:00,17200,1583149,908149,38841.55,39386.6,38752.65,39330.5,0,0.035500933,857596.9772
03/02/22,10,29,138662,2:30:00,26125,1609274,934274,39255.7,39424.85,38861.15,39010,0,-0.008148892,850608.512
09/02/22,10,23.7,87625,3:25:00,8250,1617524,942524,38283.6,38648.15,38192,38610.25,0,-0.010247372,841892.0098
10/02/22,10,23,96175,2:30:00,-1860,1615664,940664,38801.45,39197.2,38520,39010.95,0,0.010378073,850629.2266
16/02/22,10,26.25,179375,3:25:00,2860,1618524,943524,38296.5,38461.7,37762.8,37953.8,0,-0.027098802,827578.1939
17/02/22,10,25.9,198500,2:30:00,38320,1656844,981844,38042.1,38124.5,37425.6,37531.65,0,-0.011122733,818373.2622
23/02/22,10,26.9,195600,3:25:00,10400,1667244,992244,37628.55,37774.6,37318,37392.05,0,-0.003719527,815329.3005
24/02/22,10,29.5,243250,2:30:00,21330,1688574,1013574,36085.2,36709.15,34991.35,35228.1,0,-0.057871927,768144.6224
24/02/22,10,29.5,243250,2:30:00,21330,1709904,1034904,36085.2,36709.15,34991.35,35228.1,0,0,768144.6224
02/03/22,10,34.04,189800,3:25:00,11460,1721364,1046364,35381.9,35553.7,34897.45,35372.8,0,0.004107516,771299.7891
03/03/22,10,32.5,238180,2:30:00,-3710,1717654,1042654,35621.15,35804.15,34721.15,34944.3,0,-0.012113828,761956.3965
09/03/22,10,40.2,174125,3:25:00,-14100,1703554,1028554,33278.9,33969.5,32948.9,33815.45,0,-0.032304267,737341.9535
10/03/22,10,33.6,170500,2:30:00,39480,1743034,1068034,35153.95,35374.15,34218.05,34475.6,0,0.019522142,751736.4475
16/03/22,10,35.22,106350,3:25:00,1275,1744309,1069309,35555.75,35806.35,35461.55,35748.25,0,0.036914513,779486.4327
16/03/22,10,35.22,106350,3:25:00,1275,1745584,1070584,35555.75,35806.35,35461.55,35748.25,0,0,779486.4327
17/03/22,10,29.7,129210,2:30:00,34740,1780324,1105324,36302,36611.95,36261.65,36428.55,0,0.019030302,794320.2951
23/03/22,10,31,185900,3:25:00,-32100,1748224,1073224,36627.7,36827.6,36064.75,36147.35,0,-0.00771922,788188.7618
24/03/22,10,33.7,242250,2:30:00,37500,1785724,1110724,35633.7,35957.7,35421.7,35527.1,0,-0.017158934,774664.2827
30/03/22,10,28.9,171625,3:25:00,8350,1794074,1119074,36241.55,36421.1,36070.55,36334.3,0,0.022720684,792265.1848
31/03/22,10,26.8,199500,2:30:00,15930,1810004,1135004,36457.2,36590.85,36278.15,36373.6,0,0.001081623,793122.1167
06/04/22,10,25.7,137950,3:25:00,9280,1819284,1144284,37711.3,37868.5,37513.85,37632.8,0,0.034618515,820578.8262
07/04/22,10,25.3,162330,2:30:00,3510,1822794,1147794,37421.75,37975.9,37346.8,37557.35,0,-0.0020049,818933.6477
13/04/22,10,21.2,103425,3:25:00,-32100,1790694,1115694,37887.3,37988.6,37408.2,37463.4,0,-0.002501508,816885.0789
20/04/22,10,25,168030,3:25:00,22300,1812994,1137994,36482.6,36513.85,36114.05,36314.9,0,-0.030656587,791842.17
21/04/22,10,22.6,184250,2:30:00,-3170,1809824,1134824,36513.1,36913.35,36395.7,36816.1,0,0.013801497,802770.7777
27/04/22,10,23.3,158100,3:25:00,20100,1829924,1154924,36067.55,36175.9,35747.15,36028.85,0,-0.021383308,785604.883
28/04/22,10,33.7,185780,2:30:00,-22800,1807124,1132124,36189.95,36501.1,35951.1,36422.2,0,0.01091764,794181.834
04/05/22,10,23.9,128700,2:30:00,-39610,1767514,1092514,36266.15,36309.3,35127.85,35264.55,0,-0.031784187,768939.4105
05/05/22,10,24.4,159575,2:30:00,-2775,1764739,1089739,35705.35,35934.85,35133.8,35232.85,0,-0.00089892,768248.1956
05/05/22,10,24.4,159575,2:30:00,-2775,1761964,1086964,35705.35,35934.85,35133.8,35232.85,0,0,768248.1956
11/05/22,10,26.2,91750,3:25:00,13170,1775134,1100134,34686.3,34793.2,34143.2,34693.15,0,-0.015318091,756480.0999
12/05/22,10,29.3,112950,2:00:00,-35560,1739574,1064574,34289.1,34341.2,33297.65,33532.15,0,-0.033464819,731164.63
18/05/22,10,27.1,190825,3:25:00,2100,1741674,1066674,34448.2,34655.8,34134.7,34163.7,0,0.018834164,744935.5043
25/05/22,10,26,178400,3:25:00,-2800,1738874,1063874,34491.8,34722.6,34285.8,34339.5,0,0.005145813,748768.8028
25/05/22,10,26,178400,3:25:00,-2800,1736074,1061074,34491.8,34722.6,34285.8,34339.5,0,0,748768.8028
26/05/22,10,44,216750,2:30:00,-9090,1726984,1051984,34670.6,35222.05,34424.75,35094.9,0,0.021997991,765240.2119
01/06/22,10,23.3,145375,3:25:00,13700,1740684,1065684,35358.95,35768.7,35285.45,35620.8,0,0.014985083,776707.4003
02/06/22,10,23.2,172050,2:30:00,8215,1748899,1073899,35470.95,35676.2,35385,35613.65,0,-0.000200725,776551.4953
08/06/22,10,23.5,98250,3:25:00,21800,1770699,1095699,35165.65,35449.9,34831.75,34946.15,0,-0.018742813,761996.7355
09/06/22,10,22.1,130435,2:30:00,4775,1775474,1100474,34802.25,35149.1,34659.1,35085.45,0,0.003986133,765034.1558
15/06/22,10,26.7,88075,3:25:00,-8875,1766599,1091599,33317.8,33554.55,33249.55,33339,0,-0.049777044,726953.0167
16/06/22,10,24,102875,1:30:00,-33860,1732739,1057739,33648.8,33756.5,32537.95,32617.1,0,-0.021653319,711212.0712
22/06/22,10,25.4,164000,3:25:00,16200,1748939,1073939,33051.65,33106.95,32758.15,32845.3,0,0.00699633,716187.9456
23/06/22,10,25.2,195000,2:30:00,19610,1768549,1093549,32927.4,33431.75,32652.15,33135,0,0.008820136,722504.8204
29/06/22,10,24.2,141850,3:25:00,4150,1772699,1097699,33273.55,33422.8,33185.25,33269.9,0,0.004071224,725446.2992
30/06/22,10,24.3,156425,2:30:00,34230,1806929,1131929,33180.7,33659.3,33179.6,33425.1,0,0.004664877,728830.4172
06/07/22,10,22.9,113400,3:25:00,1250,1808179,1133179,33929.4,34388.5,33876.15,34324.25,0,0.026900443,748436.2783
07/07/22,10,22.4,121750,2:30:00,15430,1823609,1148609,34627.4,34965.75,34553.1,34920.3,0,0.017365274,761433.0793
13/07/22,10,21.7,75070,3:25:00,-23100,1800509,1125509,35259.8,35308.15,34757.6,34827.8,0,-0.002648889,759416.1275
14/07/22,10,21.2,87930,2:30:00,19800,1820309,1145309,34817.95,35027.6,34558.45,34651.2,0,-0.005070662,755565.3851
14/07/22,10,21.2,87930,2:30:00,19800,1840109,1165109,34817.95,35027.6,34558.45,34651.2,0,0,755565.3851
20/07/22,10,20.8,132175,3:25:00,22900,1863009,1188009,36061.3,36182.7,35876.55,35972.1,0,0.038119892,784367.4559
21/07/22,10,20.8,161675,2:30:00,8380,1871389,1196389,36026.55,36331.7,35887.35,36201,0,0.006363265,789358.5938
27/07/22,10,20.9,134200,3:25:00,-18200,1853189,1178189,36370.55,36808.3,36248.6,36783.75,0,0.016097622,802065.3897
28/07/22,10,21.6,145650,2:30:00,11275,1864464,1189464,37102.45,37414.4,37028.5,37378.15,0,0.016159309,815026.2126
03/08/22,10,21,103500,3:25:00,14200,1878664,1203664,37954.55,38068.6,37692.95,37989.25,0,0.016349124,828351.177
03/08/22,10,21,103500,3:25:00,14200,1892864,1217864,37954.55,38068.6,37692.95,37989.25,0,0,828351.177
04/08/22,10,21.2,128280,11:30:00,-42170,1850694,1175694,38111.05,38231.85,37249.5,37755.55,0,-0.00615174,823255.3757
10/08/22,10,20.5,72250,3:25:00,3825,1854519,1179519,38298.85,38402.95,38155.3,38287.85,0,0.014098589,834862.1153
11/08/22,10,20,94325,2:30:00,2980,1857499,1182499,38712.95,38932.1,38648.9,38879.85,0,0.015461824,847770.6064
17/08/22,10,18.8,157675,3:25:00,4630,1862129,1187129,39351.3,39504.5,39202.8,39461.7,0,0.014965336,860457.778
18/08/22,10,18.6,182150,2:30:00,6850,1868979,1193979,39324.4,39703.7,39291.15,39656.15,0,0.004927563,864697.7376
24/08/22,10,20,136500,3:25:00,7830,1876809,1201809,38552.7,39120.8,38552.2,39038.5,0,-0.015575138,851229.9512
25/08/22,10,18.7,155850,2:30:00,15250,1892059,1217059,39190.05,39471.75,38803.7,38950.75,0,-0.002247781,849316.5726
31/08/22,10,19.8,131575,2:25:00,41500,1933559,1258559,,,,,,0,849316.5726
01/09/22,10,19.9,131575,2:25:00,40580,1974139,1299139,38806.7,39667.65,38803.3,39301.25,0,0.008998543,856959.1844
07/09/22,10,21.15,107250,3:25:00,13180,1987319,1312319,39337.75,39572.05,39258.25,39455.9,0,0.003934989,860331.3096
08/09/22,10,20.7,134750,2:30:00,-3212,1984107,1309107,39763.9,40265.75,39706.4,40208.95,0,0.019085865,876751.4773
14/09/22,10,22.1,82250,3:25:00,-5125,1978982,1303982,40308.8,41626.9,40288.9,41405.4,0,0.029755813,902839.9303
15/09/22,10,22.8,112650,10:40:00,-35400,1943582,1268582,41533.7,41840.15,41153.5,41209.2,0,-0.004738512,898561.8122
21/09/22,10,25.7,173625,3:25:00,-13700,1929882,1254882,41282.6,41501.7,40889.15,41203.45,0,-0.000139532,898436.4341
22/09/22,10,25.2,193575,2:30:00,32475,1962357,1287357,40889.05,41159.2,40360.2,40630.6,0,-0.013902962,885945.5065
22/09/22,10,25.2,193575,2:30:00,32475,1994832,1319832,40889.05,41159.2,40360.2,40630.6,0,0,885945.5065
28/09/22,10,25.8,164780,3:25:00,15580,2010412,1335412,38081.25,38368.8,37626.2,37759.85,0,-0.070654876,823349.1367
29/09/22,10,25.3,184750,2:30:00,-56670,1953742,1278742,38092.85,38283.4,37536.65,37647.75,0,-0.002968762,820904.8092
06/10/22,10,23.9,142160,2:30:00,31130,1984872,1309872,39343.7,39608.35,39232.9,39282.85,0,0.043431546,856557.9745
12/10/22,10,25.4,97750,3:25:00,1820,1986692,1311692,38784.2,39164.1,38606.4,39118.55,0,-0.004182487,852975.4321
12/10/22,10,25.4,97750,3:25:00,1820,1988512,1313512,38784.2,39164.1,38606.4,39118.55,0,0,852975.4321
13/10/22,10,24.9,121750,2:30:00,-39525,1948987,1273987,38957.65,39061.3,38437.95,38624,0,-0.01264234,842191.8269
19/10/22,10,21.8,166750,3:25:00,11470,1960457,1285457,40556.65,40643.6,40195.2,40373.2,0,0.045287904,880332.9294
20/10/22,10,20.6,193750,2:30:00,14960,1975417,1300417,40149.5,40208.35,39848.85,40099.55,0,-0.006778011,874366.023
27/10/22,10,21,165925,1:40:00,17965,1993382,1318382,41440.7,41511.8,41178.65,41299.3,0,0.029919288,900526.4322
02/11/22,10,19.7,102100,3:25:00,-585,1992797,1317797,41472.6,41474.3,41060.45,41146.65,0,-0.003696189,897197.9167
03/11/22,10,19.8,128125,2:30:00,-1125,1991672,1316672,40873.7,41478,40819.15,41298.35,0,0.003686813,900505.7176
09/11/22,10,19.3,78750,3:25:00,11150,2002822,1327822,41914.85,41948.9,41667.9,41783.2,0,0.011740178,911077.8154
10/11/22,10,19.7,101660,2:30:00,18325,2021147,1346147,41462.85,41643.9,41318.6,41603.75,0,-0.004294788,907164.929
16/11/22,10,17.7,163325,3:25:00,10175,2031322,1356322,42371.8,42611.75,42296.3,42535.3,0,0.02239101,927477.2684
17/11/22,10,17.7,188250,2:30:00,7125,2038447,1363447,42399.65,42622.75,42366.55,42458.05,0,-0.001816139,925792.8411
23/11/22,10,13.8,116660,3:25:00,14200,2052647,1377647,42668.55,42860.55,42556.4,42729.1,0,0.006383948,931703.0549
24/11/22,10,14.9,142500,2:30:00,6960,2059607,1384607,42838.35,43163.4,42769.65,43075.4,0,0.008104547,939254.0861
30/11/22,10,14.9,112100,3:25:00,3375,2062982,1387982,43122.75,43332.3,42880.05,43231,0,0.003612271,942646.926
01/12/22,10,15.2,128000,2:30:00,5875,2068857,1393857,43512.1,43515.05,43101.85,43260.65,0,0.00068585,943293.4408
01/12/22,10,15.2,128000,2:30:00,5875,2074732,1399732,43512.1,43515.05,43101.85,43260.65,0,0,943293.4408
07/12/22,10,15.8,73825,3:25:00,15900,2090632,1415632,43157.35,43327.35,42948.45,43098.7,0,-0.003743587,939762.1399
08/12/22,10,14.7,95075,2:30:00,-10800,2079832,1404832,43142.25,43640.9,43095.3,43596.85,0,0.011558353,950624.2427
14/12/22,10,13.8,50500,3:25:00,7900,2087732,1412732,44078.6,44151.8,43987.95,44049.1,0,0.010373456,960485.5013
15/12/22,10,13.6,68450,2:10:00,-23500,2064232,1389232,43940.1,44120.6,43379.1,43498.2,0,-0.012506498,948473.1909
21/12/22,10,14.1,113900,12:15:00,-39300,2024932,1349932,43525.75,43614.65,42363.8,42617.95,0,-0.02023647,929279.442
21/12/22,10,14.1,113900,12:15:00,-39300,1985632,1310632,43525.75,43614.65,42363.8,42617.95,0,0,929279.442
22/12/22,10,19.8,125875,2:30:00,9870,1995502,1320502,42864,42933.5,42231.35,42408.8,0,-0.004907557,924718.9506
28/12/22,10,17.6,95790,3:25:00,22100,2017602,1342602,42733.6,43034.95,42694.85,42827.7,0,0.009877667,933853.0164
29/12/22,10,28.3,119460,2:30:00,-1650,2015952,1340952,42684.9,43498.05,42489.8,43252.35,0,0.009915312,943112.4602